file;N;M;K;TOT_CYC;L1_DCM;TOT_INS;
NOJIT;8;2;1;1899;31;725;
NOJIT;8;2;1;1051;25;725;
JIT;8;2;2;2537;27;495;
JIT;8;2;2;1159;25;495;
JIT;8;2;2;1122;29;495;
JIT;8;2;2;1005;22;495;
NOJIT;8;2;2;2659;65;1229;
NOJIT;8;2;2;1029;30;624;
NOJIT;8;2;2;1951;29;981;
NOJIT;8;2;2;1254;27;981;
JIT;8;2;4;1756;34;634;
JIT;8;2;4;1102;28;634;
JIT;8;2;4;1311;28;635;
JIT;8;2;4;1272;29;635;
NOJIT;8;2;4;2714;60;1477;
NOJIT;8;2;4;1360;43;872;
NOJIT;8;2;4;2193;35;1189;
NOJIT;8;2;4;1349;35;1189;
JIT;8;2;8;3045;44;937;
JIT;8;2;8;1102;20;937;
JIT;8;2;8;2004;43;954;
JIT;8;2;8;1424;38;954;
NOJIT;8;2;8;4042;89;1973;
NOJIT;8;2;8;1374;46;1368;
NOJIT;8;2;8;2366;40;1397;
NOJIT;8;2;8;1409;35;1397;
JIT;8;2;16;3196;61;1494;
JIT;8;2;16;1636;64;1494;
JIT;8;2;16;2129;66;1465;
JIT;8;2;16;1850;56;1465;
NOJIT;8;2;16;3793;89;2965;
NOJIT;8;2;16;1846;59;2360;
NOJIT;8;2;16;2894;65;1813;
NOJIT;8;2;16;1831;63;1813;
JIT;8;2;32;4858;76;2614;
JIT;8;2;32;2092;74;2614;
JIT;8;2;32;2540;69;2487;
JIT;8;2;32;2298;70;2487;
NOJIT;8;2;32;4322;116;4949;
NOJIT;8;2;32;2868;74;4344;
NOJIT;8;2;32;3364;71;2645;
NOJIT;8;2;32;1920;72;2645;
JIT;8;2;64;5099;118;4854;
JIT;8;2;64;3180;112;4854;
JIT;8;2;64;9485;112;4218;
JIT;8;2;64;7056;104;4218;
NOJIT;8;2;64;5794;147;8917;
NOJIT;8;2;64;3865;109;8312;
NOJIT;8;2;64;3069;104;4309;
NOJIT;8;2;64;2481;114;4309;
JIT;8;2;128;9453;195;9334;
JIT;8;2;128;5355;194;9334;
JIT;8;2;128;7325;196;7451;
JIT;8;2;128;4627;197;7451;
NOJIT;8;2;128;8249;244;16853;
NOJIT;8;2;128;6565;192;16248;
NOJIT;8;2;128;4757;195;7637;
NOJIT;8;2;128;3854;187;7637;
JIT;16;2;1;3326;37;511;
JIT;16;2;1;1253;41;511;
JIT;16;2;1;1316;39;511;
JIT;16;2;1;1241;42;511;
NOJIT;16;2;1;2494;71;1209;
NOJIT;16;2;1;1225;48;604;
NOJIT;16;2;1;1566;37;1045;
NOJIT;16;2;1;1215;46;1045;
JIT;16;2;2;3919;47;685;
JIT;16;2;2;1425;42;685;
JIT;16;2;2;1481;42;652;
JIT;16;2;2;1127;37;652;
NOJIT;16;2;2;2376;76;1437;
NOJIT;16;2;2;1201;39;832;
NOJIT;16;2;2;2222;42;1557;
NOJIT;16;2;2;1503;40;1557;
JIT;16;2;4;4048;51;992;
JIT;16;2;4;1443;50;992;
JIT;16;2;4;1646;47;1022;
JIT;16;2;4;1588;51;1022;
NOJIT;16;2;4;2748;84;1893;
NOJIT;16;2;4;1427;49;1288;
NOJIT;16;2;4;2676;51;1973;
NOJIT;16;2;4;1751;48;1973;
JIT;16;2;8;3279;61;1580;
JIT;16;2;8;1752;58;1580;
JIT;16;2;8;2133;64;1530;
JIT;16;2;8;1743;63;1530;
NOJIT;16;2;8;3062;92;2805;
NOJIT;16;2;8;1838;63;2200;
NOJIT;16;2;8;2781;58;2389;
NOJIT;16;2;8;1802;64;2389;
JIT;16;2;16;6108;87;2756;
JIT;16;2;16;2581;85;2756;
JIT;16;2;16;2788;89;2553;
JIT;16;2;16;2397;84;2553;
NOJIT;16;2;16;4216;130;4629;
NOJIT;16;2;16;2732;84;4024;
NOJIT;16;2;16;3641;93;3221;
NOJIT;16;2;16;2472;94;3221;
JIT;16;2;32;5709;114;5108;
JIT;16;2;32;3876;119;5108;
JIT;16;2;32;3841;117;4599;
JIT;16;2;32;3547;119;4599;
NOJIT;16;2;32;5741;153;8277;
NOJIT;16;2;32;4380;112;7672;
NOJIT;16;2;32;3728;121;4885;
NOJIT;16;2;32;3013;124;4885;
JIT;16;2;64;9114;186;9812;
JIT;16;2;64;5813;189;9812;
JIT;16;2;64;13188;192;8135;
JIT;16;2;64;8859;187;8135;
NOJIT;16;2;64;9309;221;15573;
NOJIT;16;2;64;6928;188;14968;
NOJIT;16;2;64;4860;192;8213;
NOJIT;16;2;64;3707;187;8213;
JIT;16;2;128;18507;346;19220;
JIT;16;2;128;11101;343;19220;
JIT;16;2;128;12159;346;14577;
JIT;16;2;128;7938;342;14577;
NOJIT;16;2;128;15316;421;30165;
NOJIT;16;2;128;13256;345;29560;
NOJIT;16;2;128;7768;342;14869;
NOJIT;16;2;128;6606;338;14869;
JIT;32;2;1;3176;66;723;
JIT;32;2;1;1540;50;723;
JIT;32;2;1;1792;55;724;
JIT;32;2;1;1445;55;724;
NOJIT;32;2;1;2440;86;1417;
NOJIT;32;2;1;1269;49;812;
NOJIT;32;2;1;2051;62;1685;
NOJIT;32;2;1;1741;50;1685;
JIT;32;2;2;3574;57;1082;
JIT;32;2;2;1633;56;1082;
JIT;32;2;2;1775;49;1033;
JIT;32;2;2;1219;56;1033;
NOJIT;32;2;2;2693;89;1853;
NOJIT;32;2;2;1565;53;1248;
NOJIT;32;2;2;2452;54;2709;
NOJIT;32;2;2;1830;54;2709;
JIT;32;2;4;3858;71;1714;
JIT;32;2;4;1868;70;1714;
JIT;32;2;4;3452;65;1662;
JIT;32;2;4;1751;59;1662;
NOJIT;32;2;4;3095;89;2725;
NOJIT;32;2;4;1732;52;2120;
NOJIT;32;2;4;2969;62;3541;
NOJIT;32;2;4;1936;62;3541;
JIT;32;2;8;4844;84;2978;
JIT;32;2;8;2701;82;2978;
JIT;32;2;8;2236;77;2682;
JIT;32;2;8;1966;79;2682;
NOJIT;32;2;8;3684;115;4469;
NOJIT;32;2;8;2521;80;3864;
NOJIT;32;2;8;3052;77;4373;
NOJIT;32;2;8;2215;80;4373;
JIT;32;2;16;7594;135;5506;
JIT;32;2;16;4261;134;5506;
JIT;32;2;16;4369;132;4729;
JIT;32;2;16;3663;132;4729;
NOJIT;32;2;16;6186;168;7957;
NOJIT;32;2;16;4463;122;7352;
NOJIT;32;2;16;4222;131;6037;
NOJIT;32;2;16;3123;133;6037;
JIT;32;2;32;13618;195;10562;
JIT;32;2;32;7375;190;10562;
JIT;32;2;32;7523;185;8823;
JIT;32;2;32;5341;182;8823;
NOJIT;32;2;32;8562;237;14933;
NOJIT;32;2;32;7342;185;14328;
NOJIT;32;2;32;4700;185;9365;
NOJIT;32;2;32;4002;189;9365;
JIT;32;2;64;18271;340;20674;
JIT;32;2;64;12084;333;20674;
JIT;32;2;64;8948;331;16058;
JIT;32;2;64;7471;334;16058;
NOJIT;32;2;64;14084;387;28885;
NOJIT;32;2;64;12841;336;28280;
NOJIT;32;2;64;7669;327;16021;
NOJIT;32;2;64;6444;334;16021;
JIT;32;2;128;37091;848;40898;
JIT;32;2;128;22375;865;40898;
JIT;32;2;128;16179;965;29240;
JIT;32;2;128;12540;969;29240;
NOJIT;32;2;128;25638;975;56789;
NOJIT;32;2;128;23685;903;56184;
NOJIT;32;2;128;13129;963;29333;
NOJIT;32;2;128;11993;973;29333;
JIT;64;2;1;3995;80;1207;
JIT;64;2;1;1376;78;1207;
JIT;64;2;1;1718;73;1208;
JIT;64;2;1;1551;70;1208;
NOJIT;64;2;1;2771;101;1833;
NOJIT;64;2;1;1551;75;1228;
NOJIT;64;2;1;2878;72;2965;
NOJIT;64;2;1;2042;70;2965;
JIT;64;2;2;4612;80;2045;
JIT;64;2;2;2484;75;2045;
JIT;64;2;2;2989;78;1705;
JIT;64;2;2;1589;69;1705;
NOJIT;64;2;2;3380;118;2685;
NOJIT;64;2;2;1996;79;2080;
NOJIT;64;2;2;3159;81;5013;
NOJIT;64;2;2;2384;76;5013;
JIT;64;2;4;4837;94;3777;
JIT;64;2;4;2909;93;3777;
JIT;64;2;4;4036;95;2942;
JIT;64;2;4;2154;92;2942;
NOJIT;64;2;4;4553;135;4389;
NOJIT;64;2;4;3057;99;3784;
NOJIT;64;2;4;3646;93;6677;
NOJIT;64;2;4;2817;91;6677;
JIT;64;2;8;8845;130;7241;
JIT;64;2;8;4747;122;7241;
JIT;64;2;8;3445;131;4986;
JIT;64;2;8;3208;121;4986;
NOJIT;64;2;8;6024;188;7797;
NOJIT;64;2;8;4271;130;7192;
NOJIT;64;2;8;5007;129;8341;
NOJIT;64;2;8;3526;130;8341;
JIT;64;2;16;12744;209;14166;
JIT;64;2;16;8306;209;14166;
JIT;64;2;16;9086;216;9081;
JIT;64;2;16;5288;208;9081;
NOJIT;64;2;16;9039;260;14613;
NOJIT;64;2;16;7478;206;14008;
NOJIT;64;2;16;5658;218;11669;
NOJIT;64;2;16;4838;222;11669;
JIT;64;2;32;22397;341;27887;
JIT;64;2;32;14237;341;27887;
JIT;64;2;32;10960;345;17271;
JIT;64;2;32;10100;340;17271;
NOJIT;64;2;32;15141;424;28245;
NOJIT;64;2;32;13736;335;27640;
NOJIT;64;2;32;7965;348;18325;
NOJIT;64;2;32;6971;352;18325;
JIT;64;2;64;38490;982;55407;
JIT;64;2;64;27496;983;55407;
JIT;64;2;64;17015;1003;31738;
JIT;64;2;64;13096;996;31738;
NOJIT;64;2;64;30100;1085;55509;
NOJIT;64;2;64;27409;996;54904;
NOJIT;64;2;64;13535;996;31637;
NOJIT;64;2;64;12048;995;31637;
JIT;64;2;128;73708;2208;110460;
JIT;64;2;128;53523;2208;110460;
JIT;64;2;128;29984;2153;58104;
JIT;64;2;128;24680;2150;58104;
NOJIT;64;2;128;53589;2277;110037;
NOJIT;64;2;128;49026;2210;109432;
NOJIT;64;2;128;23687;2148;58261;
NOJIT;64;2;128;22788;2147;58261;
JIT;128;2;1;4734;137;2036;
JIT;128;2;1;2121;137;2036;
JIT;128;2;1;2658;139;2037;
JIT;128;2;1;2066;141;2037;
NOJIT;128;2;1;3844;184;2665;
NOJIT;128;2;1;2241;143;2060;
NOJIT;128;2;1;3657;137;5525;
NOJIT;128;2;1;3156;136;5525;
JIT;128;2;2;6533;140;3700;
JIT;128;2;2;3009;137;3700;
JIT;128;2;2;2449;141;3062;
JIT;128;2;2;2265;132;3062;
NOJIT;128;2;2;4701;177;4349;
NOJIT;128;2;2;2947;140;3744;
NOJIT;128;2;2;4551;137;9621;
NOJIT;128;2;2;3648;134;9621;
JIT;128;2;4;8369;174;7084;
JIT;128;2;4;4672;173;7084;
JIT;128;2;4;5728;171;5499;
JIT;128;2;4;3623;166;5499;
NOJIT;128;2;4;5845;233;7717;
NOJIT;128;2;4;4819;174;7112;
NOJIT;128;2;4;5634;174;12949;
NOJIT;128;2;4;4693;174;12949;
JIT;128;2;8;15497;246;13852;
JIT;128;2;8;8654;239;13852;
JIT;128;2;8;7495;239;9591;
JIT;128;2;8;5655;238;9591;
NOJIT;128;2;8;9808;300;14453;
NOJIT;128;2;8;8301;244;13848;
NOJIT;128;2;8;6681;233;16277;
NOJIT;128;2;8;5823;239;16277;
JIT;128;2;16;24437;404;27388;
JIT;128;2;16;15412;399;27388;
JIT;128;2;16;10826;397;17782;
JIT;128;2;16;9780;389;17782;
NOJIT;128;2;16;16437;445;27925;
NOJIT;128;2;16;14838;389;27320;
NOJIT;128;2;16;10049;393;22933;
NOJIT;128;2;16;8549;402;22933;
JIT;128;2;32;45308;1146;54524;
JIT;128;2;32;29007;1152;54524;
JIT;128;2;32;21383;1080;34167;
JIT;128;2;32;19132;1077;34167;
NOJIT;128;2;32;30275;1207;54869;
NOJIT;128;2;32;28941;1164;54264;
NOJIT;128;2;32;14360;1081;36245;
NOJIT;128;2;32;13490;1083;36245;
JIT;128;2;64;74823;2331;108668;
JIT;128;2;64;55627;2323;108668;
JIT;128;2;64;33089;2234;63095;
JIT;128;2;64;26349;2232;63095;
NOJIT;128;2;64;57340;2385;108757;
NOJIT;128;2;64;56122;2317;108152;
NOJIT;128;2;64;24389;2223;62869;
NOJIT;128;2;64;23682;2223;62869;
JIT;128;2;128;193381;4363;216953;
JIT;128;2;128;113707;4368;216953;
JIT;128;2;128;55961;4288;115829;
JIT;128;2;128;47003;4284;115829;
NOJIT;128;2;128;114057;4430;216533;
NOJIT;128;2;128;113596;4368;215928;
NOJIT;128;2;128;45416;4280;116117;
NOJIT;128;2;128;44091;4284;116117;
JIT;1;4;1;1970;28;372;
JIT;1;4;1;847;22;372;
JIT;1;4;1;965;23;372;
JIT;1;4;1;773;20;372;
NOJIT;1;4;1;2919;56;1053;
NOJIT;1;4;1;906;26;448;
NOJIT;1;4;1;2363;23;523;
NOJIT;1;4;1;981;20;523;
JIT;1;4;2;2086;19;388;
JIT;1;4;2;912;16;388;
JIT;1;4;2;948;23;388;
JIT;1;4;2;934;19;388;
NOJIT;1;4;2;2735;71;1109;
NOJIT;1;4;2;1117;31;504;
NOJIT;1;4;2;1852;26;587;
NOJIT;1;4;2;1016;26;587;
JIT;1;4;4;1889;29;421;
JIT;1;4;4;1017;19;421;
JIT;1;4;4;917;22;420;
JIT;1;4;4;787;25;420;
NOJIT;1;4;4;2229;51;1221;
NOJIT;1;4;4;1013;30;616;
NOJIT;1;4;4;2117;25;639;
NOJIT;1;4;4;1077;29;639;
JIT;1;4;8;2664;26;486;
JIT;1;4;8;1250;20;486;
JIT;1;4;8;1176;28;485;
JIT;1;4;8;1005;23;485;
NOJIT;1;4;8;2696;80;1445;
NOJIT;1;4;8;1288;32;840;
NOJIT;1;4;8;2176;25;691;
NOJIT;1;4;8;1239;34;691;
JIT;1;4;16;2554;41;640;
JIT;1;4;16;1219;47;640;
JIT;1;4;16;2352;47;625;
JIT;1;4;16;1008;38;625;
NOJIT;1;4;16;2742;78;1893;
NOJIT;1;4;16;1441;46;1288;
NOJIT;1;4;16;2422;36;795;
NOJIT;1;4;16;1230;41;795;
JIT;1;4;32;3380;54;896;
JIT;1;4;32;1391;51;896;
JIT;1;4;32;1758;55;881;
JIT;1;4;32;1409;47;881;
NOJIT;1;4;32;2733;82;2789;
NOJIT;1;4;32;1794;55;2184;
NOJIT;1;4;32;2588;46;1003;
NOJIT;1;4;32;1497;55;1003;
JIT;1;4;64;4017;67;1313;
JIT;1;4;64;2558;64;1313;
JIT;1;4;64;3516;67;1313;
JIT;1;4;64;2619;67;1313;
NOJIT;1;4;64;3968;103;4581;
NOJIT;1;4;64;2281;65;3976;
NOJIT;1;4;64;2492;65;1419;
NOJIT;1;4;64;1459;74;1419;
JIT;1;4;128;4891;104;2134;
JIT;1;4;128;1820;99;2134;
JIT;1;4;128;3083;114;2135;
JIT;1;4;128;2042;111;2135;
NOJIT;1;4;128;4887;155;8165;
NOJIT;1;4;128;3175;104;7560;
NOJIT;1;4;128;2956;109;2251;
NOJIT;1;4;128;1810;108;2251;
JIT;2;4;1;2220;29;389;
JIT;2;4;1;861;18;389;
JIT;2;4;1;932;20;389;
JIT;2;4;1;879;19;389;
NOJIT;2;4;1;2985;54;1089;
NOJIT;2;4;1;1102;25;484;
NOJIT;2;4;1;1997;21;603;
NOJIT;2;4;1;1111;26;603;
JIT;2;4;2;2391;30;423;
JIT;2;4;2;792;27;423;
JIT;2;4;2;974;22;421;
JIT;2;4;2;873;25;421;
NOJIT;2;4;2;2251;61;1181;
NOJIT;2;4;2;1076;32;576;
NOJIT;2;4;2;1973;26;731;
NOJIT;2;4;2;1183;32;731;
JIT;2;4;4;2226;30;487;
JIT;2;4;4;1135;21;487;
JIT;2;4;4;1100;25;487;
JIT;2;4;4;1089;22;487;
NOJIT;2;4;4;2672;63;1365;
NOJIT;2;4;4;1244;34;760;
NOJIT;2;4;4;2131;31;835;
NOJIT;2;4;4;1371;34;835;
JIT;2;4;8;2189;36;637;
JIT;2;4;8;1070;29;637;
JIT;2;4;8;1591;35;638;
JIT;2;4;8;1055;30;638;
NOJIT;2;4;8;2797;65;1733;
NOJIT;2;4;8;1078;29;1128;
NOJIT;2;4;8;2125;28;939;
NOJIT;2;4;8;1263;25;939;
JIT;2;4;16;3873;50;893;
JIT;2;4;16;1347;44;893;
JIT;2;4;16;1877;56;894;
JIT;2;4;16;1529;55;894;
NOJIT;2;4;16;3163;99;2469;
NOJIT;2;4;16;1554;63;1864;
NOJIT;2;4;16;2331;49;1147;
NOJIT;2;4;16;1522;54;1147;
JIT;2;4;32;4300;45;1279;
JIT;2;4;32;2493;43;1279;
JIT;2;4;32;3936;45;1455;
JIT;2;4;32;1695;44;1455;
NOJIT;2;4;32;3573;88;3941;
NOJIT;2;4;32;1784;50;3336;
NOJIT;2;4;32;2683;48;1563;
NOJIT;2;4;32;1422;54;1563;
JIT;2;4;64;4440;81;2058;
JIT;2;4;64;1797;74;2058;
JIT;2;4;64;5762;79;2271;
JIT;2;4;64;4037;71;2271;
NOJIT;2;4;64;4785;104;6885;
NOJIT;2;4;64;3052;78;6280;
NOJIT;2;4;64;2705;73;2395;
NOJIT;2;4;64;1654;78;2395;
JIT;2;4;128;5983;124;3585;
JIT;2;4;128;2573;122;3585;
JIT;2;4;128;4602;132;3889;
JIT;2;4;128;2742;116;3889;
NOJIT;2;4;128;6119;153;12773;
NOJIT;2;4;128;4633;122;12168;
NOJIT;2;4;128;3533;127;4059;
NOJIT;2;4;128;2514;120;4059;
JIT;4;4;1;2262;28;423;
JIT;4;4;1;1057;33;423;
JIT;4;4;1;929;30;423;
JIT;4;4;1;754;27;423;
NOJIT;4;4;1;2448;55;1141;
NOJIT;4;4;1;1036;29;536;
NOJIT;4;4;1;1652;26;763;
NOJIT;4;4;1;1119;32;763;
JIT;4;4;2;2147;24;491;
JIT;4;4;2;1012;29;491;
JIT;4;4;2;1939;34;491;
JIT;4;4;2;934;27;491;
NOJIT;4;4;2;2360;54;1285;
NOJIT;4;4;2;1129;21;680;
NOJIT;4;4;2;2201;27;1019;
NOJIT;4;4;2;1266;27;1019;
JIT;4;4;4;2198;31;626;
JIT;4;4;4;1232;23;626;
JIT;4;4;4;1135;26;635;
JIT;4;4;4;942;24;635;
NOJIT;4;4;4;2712;65;1573;
NOJIT;4;4;4;1162;22;968;
NOJIT;4;4;4;2235;19;1227;
NOJIT;4;4;4;1377;28;1227;
JIT;4;4;8;3090;36;890;
JIT;4;4;8;1252;29;890;
JIT;4;4;8;1484;36;891;
JIT;4;4;8;1242;27;891;
NOJIT;4;4;8;3377;77;2149;
NOJIT;4;4;8;1446;39;1544;
NOJIT;4;4;8;2507;31;1435;
NOJIT;4;4;8;1303;34;1435;
JIT;4;4;16;3711;59;1319;
JIT;4;4;16;2284;56;1319;
JIT;4;4;16;1959;56;1547;
JIT;4;4;16;1810;59;1547;
NOJIT;4;4;16;3563;93;3301;
NOJIT;4;4;16;2010;57;2696;
NOJIT;4;4;16;2719;67;1851;
NOJIT;4;4;16;1521;64;1851;
JIT;4;4;32;4369;60;1849;
JIT;4;4;32;1904;57;1849;
JIT;4;4;32;2833;59;2511;
JIT;4;4;32;2340;59;2511;
NOJIT;4;4;32;4197;92;5605;
NOJIT;4;4;32;2601;60;5000;
NOJIT;4;4;32;3234;57;2683;
NOJIT;4;4;32;1863;61;2683;
JIT;4;4;64;4888;97;3129;
JIT;4;4;64;2282;99;3129;
JIT;4;4;64;8284;94;4196;
JIT;4;4;64;6745;94;4196;
NOJIT;4;4;64;6469;135;10213;
NOJIT;4;4;64;4121;94;9608;
NOJIT;4;4;64;4024;95;4347;
NOJIT;4;4;64;2499;99;4347;
JIT;4;4;128;6339;160;5683;
JIT;4;4;128;3503;157;5683;
JIT;4;4;128;6462;166;7426;
JIT;4;4;128;4272;156;7426;
NOJIT;4;4;128;8827;216;19429;
NOJIT;4;4;128;7079;153;18824;
NOJIT;4;4;128;4711;155;7675;
NOJIT;4;4;128;3707;158;7675;
JIT;8;4;1;2043;24;499;
JIT;8;4;1;1108;26;499;
JIT;8;4;1;1265;25;499;
JIT;8;4;1;965;22;499;
NOJIT;8;4;1;3146;62;1245;
NOJIT;8;4;1;1062;28;640;
NOJIT;8;4;1;1594;27;1083;
NOJIT;8;4;1;1248;29;1083;
JIT;8;4;2;2300;33;629;
JIT;8;4;2;1067;35;629;
JIT;8;4;2;1517;31;637;
JIT;8;4;2;1060;33;637;
NOJIT;8;4;2;2370;55;1493;
NOJIT;8;4;2;1245;35;888;
NOJIT;8;4;2;2769;29;1595;
NOJIT;8;4;2;1479;28;1595;
JIT;8;4;4;3193;39;900;
JIT;8;4;4;1258;32;900;
JIT;8;4;4;1482;34;901;
JIT;8;4;4;1312;29;901;
NOJIT;8;4;4;2960;68;1989;
NOJIT;8;4;4;1428;38;1384;
NOJIT;8;4;4;2921;40;2011;
NOJIT;8;4;4;1524;32;2011;
JIT;8;4;8;3671;51;1523;
JIT;8;4;8;1640;42;1523;
JIT;8;4;8;1813;43;1560;
JIT;8;4;8;1524;37;1560;
NOJIT;8;4;8;3437;73;2981;
NOJIT;8;4;8;1586;38;2376;
NOJIT;8;4;8;2758;40;2427;
NOJIT;8;4;8;1701;39;2427;
JIT;8;4;16;5609;73;2634;
JIT;8;4;16;2372;73;2634;
JIT;8;4;16;3026;69;2635;
JIT;8;4;16;2199;69;2635;
NOJIT;8;4;16;4219;97;4965;
NOJIT;8;4;16;2393;59;4360;
NOJIT;8;4;16;3042;71;3259;
NOJIT;8;4;16;2180;79;3259;
JIT;8;4;32;5559;87;4874;
JIT;8;4;32;3385;79;4874;
JIT;8;4;32;3604;95;4623;
JIT;8;4;32;3322;79;4623;
NOJIT;8;4;32;5602;132;8933;
NOJIT;8;4;32;3728;82;8328;
NOJIT;8;4;32;3529;75;4923;
NOJIT;8;4;32;2326;80;4923;
JIT;8;4;64;7814;133;9354;
JIT;8;4;64;5500;129;9354;
JIT;8;4;64;7634;141;8065;
JIT;8;4;64;6958;132;8065;
NOJIT;8;4;64;8322;175;16869;
NOJIT;8;4;64;6425;123;16264;
NOJIT;8;4;64;5119;133;8251;
NOJIT;8;4;64;3552;129;8251;
JIT;8;4;128;12942;232;18314;
JIT;8;4;128;9589;232;18314;
JIT;8;4;128;8745;231;14452;
JIT;8;4;128;6830;229;14452;
NOJIT;8;4;128;13585;286;32741;
NOJIT;8;4;128;12365;229;32136;
NOJIT;8;4;128;7084;229;14907;
NOJIT;8;4;128;6230;233;14907;
JIT;16;4;1;2621;55;675;
JIT;16;4;1;1130;51;675;
JIT;16;4;1;1994;50;676;
JIT;16;4;1;1261;54;676;
NOJIT;16;4;1;2616;97;1453;
NOJIT;16;4;1;1208;60;848;
NOJIT;16;4;1;2328;55;1723;
NOJIT;16;4;1;1789;60;1723;
JIT;16;4;2;3098;57;979;
JIT;16;4;2;1594;52;979;
JIT;16;4;2;2553;57;932;
JIT;16;4;2;1534;56;932;
NOJIT;16;4;2;2982;87;1909;
NOJIT;16;4;2;1693;56;1304;
NOJIT;16;4;2;2785;58;2747;
NOJIT;16;4;2;1855;52;2747;
JIT;16;4;4;5010;60;1618;
JIT;16;4;4;1946;63;1618;
JIT;16;4;4;2727;62;1698;
JIT;16;4;4;1845;60;1698;
NOJIT;16;4;4;3326;115;2821;
NOJIT;16;4;4;1908;65;2216;
NOJIT;16;4;4;3418;65;3579;
NOJIT;16;4;4;2337;64;3579;
JIT;16;4;8;5005;70;2802;
JIT;16;4;8;2443;71;2802;
JIT;16;4;8;2882;73;2712;
JIT;16;4;8;2344;73;2712;
NOJIT;16;4;8;4192;108;4645;
NOJIT;16;4;8;2517;77;4040;
NOJIT;16;4;8;3343;80;4411;
NOJIT;16;4;8;2364;64;4411;
JIT;16;4;16;7217;104;5170;
JIT;16;4;16;3719;99;5170;
JIT;16;4;16;4028;101;4811;
JIT;16;4;16;3324;97;4811;
NOJIT;16;4;16;5232;128;8293;
NOJIT;16;4;16;4187;97;7688;
NOJIT;16;4;16;3806;98;6075;
NOJIT;16;4;16;2796;95;6075;
JIT;16;4;32;8737;132;9906;
JIT;16;4;32;5768;134;9906;
JIT;16;4;32;7161;137;8847;
JIT;16;4;32;5684;135;8847;
NOJIT;16;4;32;7954;183;15589;
NOJIT;16;4;32;7069;137;14984;
NOJIT;16;4;32;5464;134;9403;
NOJIT;16;4;32;4171;137;9403;
JIT;16;4;64;16082;217;19378;
JIT;16;4;64;10723;217;19378;
JIT;16;4;64;13859;223;15853;
JIT;16;4;64;12461;216;15853;
NOJIT;16;4;64;13795;269;30181;
NOJIT;16;4;64;12245;218;29576;
NOJIT;16;4;64;7415;215;16059;
NOJIT;16;4;64;6270;214;16059;
JIT;16;4;128;26537;394;38322;
JIT;16;4;128;19008;392;38322;
JIT;16;4;128;18947;394;28737;
JIT;16;4;128;13056;387;28737;
NOJIT;16;4;128;24604;454;59365;
NOJIT;16;4;128;23330;405;58760;
NOJIT;16;4;128;12052;403;29371;
NOJIT;16;4;128;11053;397;29371;
JIT;32;4;1;3781;64;1035;
JIT;32;4;1;1607;58;1035;
JIT;32;4;1;1974;70;1036;
JIT;32;4;1;1603;67;1036;
NOJIT;32;4;1;2879;93;1869;
NOJIT;32;4;1;1693;69;1264;
NOJIT;32;4;1;2379;69;3003;
NOJIT;32;4;1;2331;67;3003;
JIT;32;4;2;4260;75;1746;
JIT;32;4;2;1919;59;1746;
JIT;32;4;2;1894;69;1715;
JIT;32;4;2;1915;68;1715;
NOJIT;32;4;2;3111;101;2741;
NOJIT;32;4;2;1976;69;2136;
NOJIT;32;4;2;3099;61;5051;
NOJIT;32;4;2;2608;68;5051;
JIT;32;4;4;4095;77;3010;
JIT;32;4;4;2529;76;3010;
JIT;32;4;4;4738;75;2978;
JIT;32;4;4;2427;71;2978;
NOJIT;32;4;4;4031;110;4485;
NOJIT;32;4;4;2573;83;3880;
NOJIT;32;4;4;3864;72;6715;
NOJIT;32;4;4;3083;78;6715;
JIT;32;4;8;7782;95;5538;
JIT;32;4;8;4195;95;5538;
JIT;32;4;8;4146;92;5016;
JIT;32;4;8;3378;89;5016;
NOJIT;32;4;8;5219;123;7973;
NOJIT;32;4;8;4053;102;7368;
NOJIT;32;4;8;4518;93;8379;
NOJIT;32;4;8;3442;95;8379;
JIT;32;4;16;10615;151;10594;
JIT;32;4;16;6755;147;10594;
JIT;32;4;16;5975;145;9163;
JIT;32;4;16;5566;140;9163;
NOJIT;32;4;16;8713;176;14949;
NOJIT;32;4;16;7816;139;14344;
NOJIT;32;4;16;5768;143;11707;
NOJIT;32;4;16;4600;147;11707;
JIT;32;4;32;19667;214;20706;
JIT;32;4;32;11845;205;20706;
JIT;32;4;32;10848;204;17295;
JIT;32;4;32;9730;195;17295;
NOJIT;32;4;32;13740;254;28901;
NOJIT;32;4;32;12164;209;28296;
NOJIT;32;4;32;7795;205;18363;
NOJIT;32;4;32;6410;201;18363;
JIT;32;4;64;28383;364;40930;
JIT;32;4;64;21915;358;40930;
JIT;32;4;64;15045;357;31774;
JIT;32;4;64;12733;352;31774;
NOJIT;32;4;64;24581;417;56805;
NOJIT;32;4;64;23264;367;56200;
NOJIT;32;4;64;11783;358;31675;
NOJIT;32;4;64;10799;351;31675;
JIT;32;4;128;54888;1235;81378;
JIT;32;4;128;43048;1224;81378;
JIT;32;4;128;28606;1545;58136;
JIT;32;4;128;23226;1540;58136;
NOJIT;32;4;128;49451;1416;112613;
NOJIT;32;4;128;46771;1345;112008;
NOJIT;32;4;128;22711;1573;58299;
NOJIT;32;4;128;21334;1557;58299;
JIT;64;4;1;4768;101;2071;
JIT;64;4;1;1966;99;2071;
JIT;64;4;1;2734;98;2072;
JIT;64;4;1;1912;96;2072;
NOJIT;64;4;1;3389;135;2701;
NOJIT;64;4;1;2069;105;2096;
