file;N;M;K;TOT_CYC;L1_DCM;TOT_INS;
NOJIT;2;128;64;61270;1283;190405;
NOJIT;2;128;64;59323;1214;189800;
NOJIT;2;128;64;23038;1214;65263;
NOJIT;2;128;64;22129;1214;65263;
JIT;2;128;128;63353;2252;103915;
JIT;2;128;128;39805;2258;103915;
JIT;2;128;128;65563;2258;114144;
JIT;2;128;128;40773;2256;114144;
NOJIT;2;128;128;119345;2319;378821;
NOJIT;2;128;128;117190;2258;378216;
NOJIT;2;128;128;43266;2263;118511;
NOJIT;2;128;128;41955;2258;118511;
JIT;4;128;1;7847;222;3041;
JIT;4;128;1;2963;221;3041;
JIT;4;128;1;3351;222;3042;
JIT;4;128;1;2885;219;3042;
NOJIT;4;128;1;5081;261;6597;
NOJIT;4;128;1;3144;214;5992;
NOJIT;4;128;1;5809;219;13039;
NOJIT;4;128;1;5093;211;13039;
JIT;4;128;2;7480;230;5094;
JIT;4;128;2;3714;228;5094;
JIT;4;128;2;4282;225;5095;
JIT;4;128;2;3567;221;5095;
NOJIT;4;128;2;6707;272;11205;
NOJIT;4;128;2;4600;219;10600;
NOJIT;4;128;2;8569;225;21231;
NOJIT;4;128;2;7516;227;21231;
JIT;4;128;4;9797;261;9182;
JIT;4;128;4;5373;260;9182;
JIT;4;128;4;6111;255;9191;
JIT;4;128;4;5980;255;9191;
NOJIT;4;128;4;8964;317;20421;
NOJIT;4;128;4;6982;256;19816;
NOJIT;4;128;4;9616;257;27887;
NOJIT;4;128;4;8576;258;27887;
JIT;4;128;8;13599;330;17382;
JIT;4;128;8;9085;330;17382;
JIT;4;128;8;10399;329;17383;
JIT;4;128;8;8858;330;17383;
NOJIT;4;128;8;14056;384;38853;
NOJIT;4;128;8;12497;325;38248;
NOJIT;4;128;8;11952;327;34543;
NOJIT;4;128;8;11172;324;34543;
JIT;4;128;16;20072;477;31610;
JIT;4;128;16;11442;474;31610;
JIT;4;128;16;19165;475;38623;
JIT;4;128;16;18241;478;38623;
NOJIT;4;128;16;27162;549;75717;
NOJIT;4;128;16;25618;480;75112;
NOJIT;4;128;16;15991;482;47855;
NOJIT;4;128;16;15233;483;47855;
JIT;4;128;32;26145;740;49142;
JIT;4;128;32;17053;739;49142;
JIT;4;128;32;40708;734;69471;
JIT;4;128;32;35872;729;69471;
NOJIT;4;128;32;50354;791;149445;
NOJIT;4;128;32;48487;732;148840;
NOJIT;4;128;32;23478;735;74479;
NOJIT;4;128;32;22467;731;74479;
JIT;4;128;64;58159;1265;90102;
JIT;4;128;64;30990;1268;90102;
JIT;4;128;64;49777;1272;123631;
JIT;4;128;64;40788;1272;123631;
NOJIT;4;128;64;96726;1334;296901;
NOJIT;4;128;64;94411;1270;296296;
NOJIT;4;128;64;39374;1268;127727;
NOJIT;4;128;64;38241;1268;127727;
JIT;4;128;128;86840;2338;172022;
JIT;4;128;128;59807;2345;172022;
JIT;4;128;128;84038;2331;227055;
JIT;4;128;128;72723;2330;227055;
NOJIT;4;128;128;187262;2404;591813;
NOJIT;4;128;128;185400;2344;591208;
NOJIT;4;128;128;76754;2330;234223;
NOJIT;4;128;128;75713;2339;234223;
JIT;8;128;1;10270;296;5096;
JIT;8;128;1;3717;292;5096;
JIT;8;128;1;5106;292;5097;
JIT;8;128;1;3818;291;5097;
NOJIT;8;128;1;6168;341;9925;
NOJIT;8;128;1;4148;285;9320;
NOJIT;8;128;1;9519;291;23279;
NOJIT;8;128;1;8968;290;23279;
JIT;8;128;2;9662;291;9185;
JIT;8;128;2;5417;290;9185;
JIT;8;128;2;7277;293;9193;
JIT;8;128;2;5044;293;9193;
NOJIT;8;128;2;8659;357;17861;
NOJIT;8;128;2;6977;296;17256;
NOJIT;8;128;2;13530;294;39663;
NOJIT;8;128;2;12481;295;39663;
JIT;8;128;4;14930;325;17392;
JIT;8;128;4;8798;321;17392;
JIT;8;128;4;9919;329;17393;
JIT;8;128;4;8388;322;17393;
NOJIT;8;128;4;13088;386;33733;
NOJIT;8;128;4;11708;326;33128;
NOJIT;8;128;4;16201;323;52975;
NOJIT;8;128;4;15086;315;52975;
JIT;8;128;8;21343;393;37734;
JIT;8;128;8;18093;391;37734;
JIT;8;128;8;17837;397;40799;
JIT;8;128;8;17137;396;40799;
NOJIT;8;128;8;23141;447;65477;
NOJIT;8;128;8;21808;395;64872;
NOJIT;8;128;8;19673;391;66287;
NOJIT;8;128;8;20058;422;66288;
JIT;8;128;16;41846;561;73574;
JIT;8;128;16;34946;559;73574;
JIT;8;128;16;34105;562;73439;
JIT;8;128;16;33112;560;73439;
NOJIT;8;128;16;44329;622;128965;
NOJIT;8;128;16;42561;547;128360;
NOJIT;8;128;16;28332;557;92911;
NOJIT;8;128;16;27143;562;92911;
JIT;8;128;32;78059;820;145254;
JIT;8;128;32;70584;824;145254;
JIT;8;128;32;76380;818;137055;
JIT;8;128;32;69511;815;137055;
NOJIT;8;128;32;87511;864;255941;
NOJIT;8;128;32;86283;815;255336;
NOJIT;8;128;32;43279;825;146159;
NOJIT;8;128;32;41906;823;146159;
JIT;8;128;64;157530;1364;288614;
JIT;8;128;64;137194;1360;288614;
JIT;8;128;64;105128;1367;246517;
JIT;8;128;64;92745;1366;246517;
NOJIT;8;128;64;169680;1420;509893;
NOJIT;8;128;64;167699;1360;509288;
NOJIT;8;128;64;75895;1350;252655;
NOJIT;8;128;64;74401;1356;252655;
JIT;8;128;128;282551;2484;575334;
JIT;8;128;128;268871;2481;575334;
JIT;8;128;128;162682;2468;450808;
JIT;8;128;128;142420;2461;450808;
NOJIT;8;128;128;333597;2550;1017797;
NOJIT;8;128;128;331697;2477;1017192;
NOJIT;8;128;128;146687;2458;465647;
NOJIT;8;128;128;145224;2461;465647;
JIT;16;128;1;15188;444;10099;
JIT;16;128;1;6734;440;10099;
JIT;16;128;1;8709;447;10100;
JIT;16;128;1;6584;444;10100;
NOJIT;16;128;1;9248;500;16581;
NOJIT;16;128;1;7395;439;15976;
NOJIT;16;128;1;17844;462;43760;
NOJIT;16;128;1;16083;454;43759;
JIT;16;128;2;15497;456;19207;
JIT;16;128;2;10810;452;19207;
JIT;16;128;2;11392;444;18292;
JIT;16;128;2;9799;443;18292;
NOJIT;16;128;2;13765;500;31173;
NOJIT;16;128;2;12395;441;30568;
NOJIT;16;128;2;25952;451;76527;
NOJIT;16;128;2;25214;454;76527;
JIT;16;128;4;26955;480;39810;
JIT;16;128;4;19832;483;39810;
JIT;16;128;4;20497;488;42975;
JIT;16;128;4;18507;485;42975;
NOJIT;16;128;4;24173;546;60357;
NOJIT;16;128;4;22669;489;59752;
NOJIT;16;128;4;29652;488;103151;
NOJIT;16;128;4;28888;486;103151;
JIT;16;128;8;41625;559;77698;
JIT;16;128;8;36448;556;77698;
JIT;16;128;8;33444;558;77663;
JIT;16;128;8;32474;560;77663;
NOJIT;16;128;8;44680;620;118725;
NOJIT;16;128;8;43375;557;118120;
NOJIT;16;128;8;37252;556;129775;
NOJIT;16;128;8;35779;559;129775;
JIT;16;128;16;81044;702;153474;
JIT;16;128;16;74468;701;153474;
JIT;16;128;16;65605;710;143071;
JIT;16;128;16;63559;705;143071;
NOJIT;16;128;16;88888;772;235461;
NOJIT;16;128;16;87255;709;234856;
NOJIT;16;128;16;52000;703;183023;
NOJIT;16;128;16;50957;704;183023;
JIT;16;128;32;145223;1002;305026;
JIT;16;128;32;138895;1003;305026;
JIT;16;128;32;138341;995;272223;
JIT;16;128;32;136473;993;272223;
NOJIT;16;128;32;171251;1048;468933;
NOJIT;16;128;32;170028;992;468328;
NOJIT;16;128;32;83554;994;289519;
NOJIT;16;128;32;82838;993;289519;
JIT;16;128;64;287990;1589;608130;
JIT;16;128;64;273444;1581;608130;
JIT;16;128;64;206737;1573;494369;
JIT;16;128;64;184708;1573;494369;
NOJIT;16;128;64;338772;1635;935877;
NOJIT;16;128;64;335957;1576;935272;
NOJIT;16;128;64;145289;1587;502511;
NOJIT;16;128;64;144049;1584;502511;
JIT;16;128;128;567014;2826;1214338;
JIT;16;128;128;547040;2845;1214338;
JIT;16;128;128;303512;2827;906657;
JIT;16;128;128;283069;2821;906657;
NOJIT;16;128;128;667449;2934;1869765;
NOJIT;16;128;128;664704;2883;1869160;
NOJIT;16;128;128;282988;2820;928495;
NOJIT;16;128;128;281288;2819;928495;
JIT;32;128;1;19015;715;20379;
JIT;32;128;1;12152;709;20379;
JIT;32;128;1;13849;709;20380;
JIT;32;128;1;12087;705;20380;
NOJIT;32;128;1;14180;760;29893;
NOJIT;32;128;1;13109;705;29288;
NOJIT;32;128;1;37011;708;84719;
NOJIT;32;128;1;36339;713;84719;
JIT;32;128;2;36445;717;42914;
JIT;32;128;2;23193;708;42914;
JIT;32;128;2;22677;708;46047;
JIT;32;128;2;18591;707;46047;
NOJIT;32;128;2;24902;765;57797;
NOJIT;32;128;2;23419;718;57192;
NOJIT;32;128;2;46404;709;150255;
NOJIT;32;128;2;45812;708;150255;
JIT;32;128;4;51261;753;83362;
JIT;32;128;4;44563;748;83362;
JIT;32;128;4;38852;752;83935;
JIT;32;128;4;37293;759;83935;
NOJIT;32;128;4;47067;820;113605;
NOJIT;32;128;4;45465;745;113000;
NOJIT;32;128;4;58984;749;203503;
NOJIT;32;128;4;57893;749;203503;
JIT;32;128;8;102555;830;164258;
JIT;32;128;8;84305;825;164258;
JIT;32;128;8;65430;827;151391;
JIT;32;128;8;64735;825;151391;
NOJIT;32;128;8;90536;876;225221;
NOJIT;32;128;8;90062;819;224616;
NOJIT;32;128;8;70154;821;256751;
NOJIT;32;128;8;68559;823;256751;
JIT;32;128;16;184662;1012;326050;
JIT;32;128;16;168636;1006;326050;
JIT;32;128;16;125291;1005;282335;
JIT;32;128;16;124478;1004;282335;
NOJIT;32;128;16;180869;1051;448453;
NOJIT;32;128;16;178868;992;447848;
NOJIT;32;128;16;101368;1009;363247;
NOJIT;32;128;16;100462;1010;363247;
JIT;32;128;32;368432;1323;649634;
JIT;32;128;32;330013;1316;649634;
JIT;32;128;32;271916;1306;542559;
JIT;32;128;32;270256;1312;542559;
NOJIT;32;128;32;350805;1363;894917;
NOJIT;32;128;32;349545;1309;894312;
NOJIT;32;128;32;161899;1311;576239;
NOJIT;32;128;32;160025;1309;576239;
JIT;32;128;64;686943;2086;1296802;
JIT;32;128;64;645657;2082;1296802;
JIT;32;128;64;303662;2037;1006688;
JIT;32;128;64;295429;2029;1006688;
NOJIT;32;128;64;689302;2233;1787845;
NOJIT;32;128;64;688258;2149;1787240;
NOJIT;32;128;64;280135;2043;1002223;
NOJIT;32;128;64;280741;2190;1002224;
JIT;32;128;128;1364435;24784;2591138;
JIT;32;128;128;1287313;24678;2591138;
JIT;32;128;128;579577;38767;1846368;
JIT;32;128;128;566479;38362;1846368;
NOJIT;32;128;128;1391882;30518;3573701;
NOJIT;32;128;128;1389214;30545;3573096;
NOJIT;32;128;128;576914;38681;1854191;
NOJIT;32;128;128;584052;39071;1854192;
JIT;64;128;1;36695;1239;54750;
JIT;64;128;1;26697;1244;54750;
JIT;64;128;1;27845;1240;54751;
JIT;64;128;1;24824;1237;54751;
NOJIT;64;128;1;27795;1290;56517;
NOJIT;64;128;1;27042;1238;55912;
NOJIT;64;128;1;73638;1234;166639;
NOJIT;64;128;1;73106;1236;166639;
JIT;64;128;2;61442;1237;108638;
JIT;64;128;2;47235;1233;108638;
JIT;64;128;2;41583;1235;89055;
JIT;64;128;2;39319;1235;89055;
NOJIT;64;128;2;49289;1285;111045;
NOJIT;64;128;2;47461;1229;110440;
NOJIT;64;128;2;87105;1231;297711;
NOJIT;64;128;2;86649;1235;297711;
JIT;64;128;4;102867;1290;219486;
JIT;64;128;4;94961;1290;219486;
JIT;64;128;4;72786;1288;165855;
JIT;64;128;4;70751;1287;165855;
NOJIT;64;128;4;100140;1337;220101;
NOJIT;64;128;4;98561;1286;219496;
NOJIT;64;128;4;112488;1284;404207;
NOJIT;64;128;4;111271;1284;404207;
JIT;64;128;8;198408;1392;441182;
JIT;64;128;8;183746;1381;441182;
JIT;64;128;8;125956;1386;298847;
JIT;64;128;8;125728;1387;298847;
NOJIT;64;128;8;186978;1445;438213;
NOJIT;64;128;8;185476;1387;437608;
NOJIT;64;128;8;138646;1382;510703;
NOJIT;64;128;8;137224;1380;510703;
JIT;64;128;16;389861;1629;884574;
JIT;64;128;16;376576;1632;884574;
JIT;64;128;16;251189;1615;560863;
JIT;64;128;16;249504;1600;560863;
NOJIT;64;128;16;379359;1683;874437;
NOJIT;64;128;16;379405;1769;873833;
NOJIT;64;128;16;198713;1629;723695;
NOJIT;64;128;16;197595;1622;723695;
JIT;64;128;32;825783;2131;1763165;
JIT;64;128;32;792064;2125;1763165;
JIT;64;128;32;543292;2118;1083231;
JIT;64;128;32;538375;2100;1083231;
NOJIT;64;128;32;733044;2140;1746885;
NOJIT;64;128;32;731709;2230;1746281;
NOJIT;64;128;32;318228;2110;1149679;
NOJIT;64;128;32;316833;2112;1149679;
JIT;64;128;64;1602533;37742;3524445;
JIT;64;128;64;1588433;38411;3524446;
JIT;64;128;64;672685;41666;2010208;
JIT;64;128;64;661977;41396;2010208;
NOJIT;64;128;64;1460981;34187;3491782;
NOJIT;64;128;64;1456677;33687;3491176;
NOJIT;64;128;64;606584;39821;2001647;
NOJIT;64;128;64;607022;39727;2001647;
JIT;64;128;128;3233474;133079;7047005;
JIT;64;128;128;3202290;132946;7047005;
JIT;64;128;128;1202224;131487;3689568;
JIT;64;128;128;1186816;131406;3689568;
NOJIT;64;128;128;2968086;133244;6981573;
NOJIT;64;128;128;2954373;132955;6980968;
NOJIT;64;128;128;1201798;131379;3705583;
NOJIT;64;128;128;1199097;131356;3705583;
JIT;128;128;1;68038;2328;107998;
JIT;128;128;1;51727;2345;107998;
JIT;128;128;1;58833;2342;107999;
JIT;128;128;1;52033;2331;107999;
NOJIT;128;128;1;53778;2387;109765;
NOJIT;128;128;1;52075;2334;109160;
NOJIT;128;128;1;148003;2329;330479;
NOJIT;128;128;1;146970;2319;330479;
JIT;128;128;2;121244;2332;214750;
JIT;128;128;2;101593;2332;214750;
JIT;128;128;2;76212;2335;175071;
JIT;128;128;2;74279;2333;175071;
NOJIT;128;128;2;103748;2394;217541;
NOJIT;128;128;2;101669;2329;216936;
NOJIT;128;128;2;169722;2325;592623;
NOJIT;128;128;2;168761;2325;592623;
JIT;128;128;4;222003;2406;431326;
JIT;128;128;4;207096;2390;431326;
JIT;128;128;4;142441;2397;329695;
JIT;128;128;4;138838;2392;329695;
NOJIT;128;128;4;209124;2440;433093;
NOJIT;128;128;4;207631;2401;432488;
NOJIT;128;128;4;219262;2383;805615;
NOJIT;128;128;4;218581;2382;805615;
JIT;128;128;8;433064;2549;864478;
JIT;128;128;8;403426;2559;864478;
JIT;128;128;8;251631;2541;593759;
JIT;128;128;8;247840;2526;593759;
NOJIT;128;128;8;404129;2614;864197;
NOJIT;128;128;8;402308;2529;863592;
NOJIT;128;128;8;270329;2526;1018607;
NOJIT;128;128;8;269568;2521;1018607;
JIT;128;128;16;848784;3215;1730782;
JIT;128;128;16;819335;3209;1730782;
JIT;128;128;16;498193;3037;1117919;
JIT;128;128;16;493049;3032;1117919;
NOJIT;128;128;16;817383;3232;1726405;
NOJIT;128;128;16;815602;3213;1725800;
NOJIT;128;128;16;391455;3247;1444591;
NOJIT;128;128;16;389652;3187;1444591;
JIT;128;128;32;1666600;59144;3467101;
JIT;128;128;32;1629486;59224;3467101;
JIT;128;128;32;1086207;56434;2164575;
JIT;128;128;32;1084323;56335;2164576;
NOJIT;128;128;32;1627993;58982;3450821;
NOJIT;128;128;32;1625686;58868;3450216;
NOJIT;128;128;32;679400;55040;2296559;
NOJIT;128;128;32;678418;54923;2296559;
JIT;128;128;64;3278253;141005;6932317;
JIT;128;128;64;3248685;141149;6932317;
JIT;128;128;64;1275878;138853;4017248;
JIT;128;128;64;1271551;138807;4017248;
NOJIT;128;128;64;3244735;141185;6899653;
NOJIT;128;128;64;3241917;141037;6899048;
NOJIT;128;128;64;1260868;137093;4000495;
NOJIT;128;128;64;1259158;137218;4000495;
JIT;128;128;128;6452296;271514;13862750;
JIT;128;128;128;6397228;271406;13862750;
JIT;128;128;128;2373742;266912;7375968;
JIT;128;128;128;2357783;266793;7375968;
NOJIT;128;128;128;6395740;271508;13797318;
NOJIT;128;128;128;6394833;271632;13796713;
NOJIT;128;128;128;2382079;266652;7408367;
NOJIT;128;128;128;2385888;266714;7408368;
